SlNo,Station,Agency,State,District,Tehsil,River,Basin,Tributary,Local_River,Latitude,Longitude,DateTime,Year,Discharge_m3_per_sec,Source_File
279641,Varanavasi,CWC,Tamil Nadu,Ariyalur,Ariyalur,Cauvery,Cauvery,Marudaiyar,Marudaiyar,11.0925,79.085,01-09-2025 9.00,2025,1.0524601,Tamil Nadu CWC
152147,MURAPPANADU,CWC,Tamil Nadu,Tuticorin,THOOTHUKKUDI,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,Thambraparani,8.71444444,77.835,01-09-2025 9.15,2025,5.916,Tamil Nadu CWC
160940,MUSIRI,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,-,Cauvery,10.93805556,78.44027778,01-09-2025 10.00,2025,261.149,Tamil Nadu CWC
10400,AMBARAMPALAYAM,CWC,Tamil Nadu,Coimbatore,POLLACHI,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,Aliyar,10.63138889,76.94611111,02-09-2025 8.00,2025,5.2,Tamil Nadu CWC
31309,ASHRAMAM,CWC,Tamil Nadu,Kanyakumari,AGASTHEESWARAM,Pazhayar,West flowing rivers from Tadri to Kanyakumari,-,Pazhayar,8.15833333,77.46,02-09-2025 8.00,2025,2.15,Tamil Nadu CWC
40074,AYALAMBEDU,CWC,Tamil Nadu,Ranipet,Arakkonam,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,-,Kosasthalaiyar,13.12861111,79.47861111,02-09-2025 8.00,2025,0.128,Tamil Nadu CWC
38297,Avarankuppam,CWC,Tamil Nadu,Tirupathur,Vaniyambadi,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.68416667,78.53944444,02-09-2025 8.00,2025,0,Tamil Nadu CWC
49727,BILIGUNDULU,CWC,Tamil Nadu,Dharmapuri,Denkanikotti,Cauvery,Cauvery,-,Cauvery,12.18222222,77.72388889,02-09-2025 8.00,2025,19,Tamil Nadu CWC
65187,ELUNUTHIMANGALAM,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,Noyyal,Noyyal,11.03166667,77.8875,02-09-2025 8.00,2025,3.4,Tamil Nadu CWC
79498,GUMMANUR,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.555,78.13833333,02-09-2025 8.00,2025,6,Tamil Nadu CWC
69036,Gandhavayal,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.37416667,76.99222222,02-09-2025 8.00,2025,0.18,Tamil Nadu CWC
80858,HARUR,CWC,Tamil Nadu,Dharmapuri,HARUR,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,Vaniyar,Vaniyar,11.90277778,78.33,02-09-2025 8.00,2025,0.82,Tamil Nadu CWC
107161,KODUMUDI,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,-,Cauvery,11.08,77.89,02-09-2025 8.00,2025,4,Tamil Nadu CWC
123268,KUZHITHURAI,CWC,Tamil Nadu,Kanyakumari,Thovalai,Thambraparni,West flowing rivers from Tadri to Kanyakumari,-,Thambraparni,8.30222222,77.18861111,02-09-2025 8.00,2025,0,Tamil Nadu CWC
160972,MUSIRI,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,-,Cauvery,10.93805556,78.44027778,02-09-2025 8.00,2025,10,Tamil Nadu CWC
135625,Mayambadi,CWC,Tamil Nadu,Kallakurichi,Chinnasalem,Vellar,East flowing rivers between Pennar and Kanyakumari,Manimukta,Gomukha,11.7375,78.79083333,02-09-2025 8.00,2025,0,Tamil Nadu CWC
167697,NALLAMARANPATTY,CWC,Tamil Nadu,Karur,ARAVAKURICHI,Cauvery,Cauvery,Amaravathi,Amaravathi,10.88083333,77.98472222,02-09-2025 8.00,2025,0,Tamil Nadu CWC
177037,Odendurai,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Kallar,11.32166667,76.89277778,02-09-2025 8.00,2025,0.43,Tamil Nadu CWC
185149,PATTUKOTTAI,CWC,Tamil Nadu,Thanjavur,Pattukkottai,Agniyar,East flowing rivers between Pennar and Kanyakumari,-,Agniyar,10.41694444,79.29166667,02-09-2025 8.00,2025,0.4,Tamil Nadu CWC
211546,SAVANDAPUR,CWC,Tamil Nadu,Erode,Gobichettipalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.52,77.51,02-09-2025 8.00,2025,16.3,Tamil Nadu CWC
220990,SINGASADANAPALLI,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.87,77.83611111,02-09-2025 8.00,2025,19.4,Tamil Nadu CWC
238811,THENGUMARAHADA,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Moyar,11.57277778,76.91916667,02-09-2025 8.00,2025,5.7,Tamil Nadu CWC
254182,THEVUR,CWC,Tamil Nadu,Salem,Sankari,Cauvery,Cauvery,Sarabenga,Sarabenga,11.52722222,77.75083333,02-09-2025 8.00,2025,0.29,Tamil Nadu CWC
259572,THIRUVARAMBU,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,-,Kodaiyar,8.36416667,77.25888889,02-09-2025 8.00,2025,0.302,Tamil Nadu CWC
261627,THIRUVATTAR,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,Paralayar,Paralayar,8.32777778,77.26694444,02-09-2025 8.00,2025,1.25,Tamil Nadu CWC
266467,THOPPUR,CWC,Tamil Nadu,Salem,METTUR,Cauvery,Cauvery,Thoppaiyar,Thoppaiyar,11.93833333,78.05722222,02-09-2025 8.00,2025,0,Tamil Nadu CWC
221736,Thandalaiputhur,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,Ayyar,Ayyar,10.99111111,78.51333333,02-09-2025 8.00,2025,0.67,Tamil Nadu CWC
279672,Varanavasi,CWC,Tamil Nadu,Ariyalur,Ariyalur,Cauvery,Cauvery,Marudaiyar,Marudaiyar,11.0925,79.085,02-09-2025 8.00,2025,0,Tamil Nadu CWC
10428,AMBARAMPALAYAM,CWC,Tamil Nadu,Coimbatore,POLLACHI,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,Aliyar,10.63138889,76.94611111,03-09-2025 8.00,2025,5.7,Tamil Nadu CWC
38325,Avarankuppam,CWC,Tamil Nadu,Tirupathur,Vaniyambadi,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.68416667,78.53944444,03-09-2025 8.00,2025,0,Tamil Nadu CWC
49755,BILIGUNDULU,CWC,Tamil Nadu,Dharmapuri,Denkanikotti,Cauvery,Cauvery,-,Cauvery,12.18222222,77.72388889,03-09-2025 8.00,2025,12,Tamil Nadu CWC
65215,ELUNUTHIMANGALAM,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,Noyyal,Noyyal,11.03166667,77.8875,03-09-2025 8.00,2025,1.5,Tamil Nadu CWC
79526,GUMMANUR,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.555,78.13833333,03-09-2025 8.00,2025,3,Tamil Nadu CWC
69064,Gandhavayal,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.37416667,76.99222222,03-09-2025 8.00,2025,0.1,Tamil Nadu CWC
80886,HARUR,CWC,Tamil Nadu,Dharmapuri,HARUR,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,Vaniyar,Vaniyar,11.90277778,78.33,03-09-2025 8.00,2025,0.11,Tamil Nadu CWC
107189,KODUMUDI,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,-,Cauvery,11.08,77.89,03-09-2025 8.00,2025,22.5,Tamil Nadu CWC
161000,MUSIRI,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,-,Cauvery,10.93805556,78.44027778,03-09-2025 8.00,2025,11.3,Tamil Nadu CWC
167725,NALLAMARANPATTY,CWC,Tamil Nadu,Karur,ARAVAKURICHI,Cauvery,Cauvery,Amaravathi,Amaravathi,10.88083333,77.98472222,03-09-2025 8.00,2025,0,Tamil Nadu CWC
185177,PATTUKOTTAI,CWC,Tamil Nadu,Thanjavur,Pattukkottai,Agniyar,East flowing rivers between Pennar and Kanyakumari,-,Agniyar,10.41694444,79.29166667,03-09-2025 8.00,2025,0,Tamil Nadu CWC
221018,SINGASADANAPALLI,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.87,77.83611111,03-09-2025 8.00,2025,17.55,Tamil Nadu CWC
238839,THENGUMARAHADA,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Moyar,11.57277778,76.91916667,03-09-2025 8.00,2025,5.4,Tamil Nadu CWC
259600,THIRUVARAMBU,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,-,Kodaiyar,8.36416667,77.25888889,03-09-2025 8.00,2025,0.301,Tamil Nadu CWC
261655,THIRUVATTAR,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,Paralayar,Paralayar,8.32777778,77.26694444,03-09-2025 8.00,2025,0.582,Tamil Nadu CWC
221764,Thandalaiputhur,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,Ayyar,Ayyar,10.99111111,78.51333333,03-09-2025 8.00,2025,0,Tamil Nadu CWC
211574,SAVANDAPUR,CWC,Tamil Nadu,Erode,Gobichettipalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.52,77.51,03-09-2025 9.00,2025,15.168,Tamil Nadu CWC
38356,Avarankuppam,CWC,Tamil Nadu,Tirupathur,Vaniyambadi,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.68416667,78.53944444,04-09-2025 8.00,2025,0,Tamil Nadu CWC
49786,BILIGUNDULU,CWC,Tamil Nadu,Dharmapuri,Denkanikotti,Cauvery,Cauvery,-,Cauvery,12.18222222,77.72388889,04-09-2025 8.00,2025,40.9,Tamil Nadu CWC
57203,Chengalpet,CWC,Tamil Nadu,Chengalpattu,chengalpattu,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.65,79.94722222,04-09-2025 8.00,2025,0.06,Tamil Nadu CWC
79557,GUMMANUR,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.555,78.13833333,04-09-2025 8.00,2025,6,Tamil Nadu CWC
161031,MUSIRI,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,-,Cauvery,10.93805556,78.44027778,04-09-2025 8.00,2025,45,Tamil Nadu CWC
135675,Mayambadi,CWC,Tamil Nadu,Kallakurichi,Chinnasalem,Vellar,East flowing rivers between Pennar and Kanyakumari,Manimukta,Gomukha,11.7375,78.79083333,04-09-2025 8.00,2025,0.085,Tamil Nadu CWC
167756,NALLAMARANPATTY,CWC,Tamil Nadu,Karur,ARAVAKURICHI,Cauvery,Cauvery,Amaravathi,Amaravathi,10.88083333,77.98472222,04-09-2025 8.00,2025,0,Tamil Nadu CWC
187822,Penneswaramadam,CWC,Tamil Nadu,Krishnagiri,Pochampalli,Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.39555556,78.24583333,04-09-2025 8.00,2025,2.627,Tamil Nadu CWC
247462,THENI,CWC,Tamil Nadu,Theni,THENI,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,Suruliar,10.00111111,77.485,04-09-2025 8.00,2025,3.5,Tamil Nadu CWC
289553,Venganur,CWC,Tamil Nadu,Cuddalore,Virudhachalam,Vellar,East flowing rivers between Pennar and Kanyakumari,Periyaodai,Periyaodai,11.44305556,79.02444444,04-09-2025 8.15,2025,0.008,Tamil Nadu CWC
38386,Avarankuppam,CWC,Tamil Nadu,Tirupathur,Vaniyambadi,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.68416667,78.53944444,05-09-2025 8.00,2025,0,Tamil Nadu CWC
65276,ELUNUTHIMANGALAM,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,Noyyal,Noyyal,11.03166667,77.8875,05-09-2025 8.00,2025,4.4,Tamil Nadu CWC
79587,GUMMANUR,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.555,78.13833333,05-09-2025 8.00,2025,7,Tamil Nadu CWC
107228,KODUMUDI,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,-,Cauvery,11.08,77.89,05-09-2025 8.00,2025,23,Tamil Nadu CWC
161061,MUSIRI,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,-,Cauvery,10.93805556,78.44027778,05-09-2025 8.00,2025,8,Tamil Nadu CWC
247482,THENI,CWC,Tamil Nadu,Theni,THENI,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,Suruliar,10.00111111,77.485,05-09-2025 8.00,2025,2.1,Tamil Nadu CWC
10456,AMBARAMPALAYAM,CWC,Tamil Nadu,Coimbatore,POLLACHI,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,Aliyar,10.63138889,76.94611111,06-09-2025 8.00,2025,5.86,Tamil Nadu CWC
1708,Alandurai,CWC,Tamil Nadu,Coimbatore,COIMBATORE SOUTH,Cauvery,Cauvery,Noyyal,Noyyal,10.95194444,76.78527778,06-09-2025 8.00,2025,1.952574,Tamil Nadu CWC
38417,Avarankuppam,CWC,Tamil Nadu,Tirupathur,Vaniyambadi,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.68416667,78.53944444,06-09-2025 8.00,2025,0,Tamil Nadu CWC
65307,ELUNUTHIMANGALAM,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,Noyyal,Noyyal,11.03166667,77.8875,06-09-2025 8.00,2025,2.808,Tamil Nadu CWC
79618,GUMMANUR,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.555,78.13833333,06-09-2025 8.00,2025,6.457,Tamil Nadu CWC
69090,Gandhavayal,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.37416667,76.99222222,06-09-2025 8.00,2025,0.164,Tamil Nadu CWC
80912,HARUR,CWC,Tamil Nadu,Dharmapuri,HARUR,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,Vaniyar,Vaniyar,11.90277778,78.33,06-09-2025 8.00,2025,0.12,Tamil Nadu CWC
96518,KALLIDAIKURICHHI,CWC,Tamil Nadu,Tirunelveli,AMBASAMUDRAM,Tambraparani,East flowing rivers between Pennar and Kanyakumari,-,Tambraparani,8.69333333,77.46583333,06-09-2025 8.00,2025,12.622,Tamil Nadu CWC
98739,Kalpadai,CWC,Tamil Nadu,Kallakurichi,Chinnasalem,Vellar,East flowing rivers between Pennar and Kanyakumari,Manimukta,Gomukha,11.78722222,78.78666667,06-09-2025 8.00,2025,0.131,Tamil Nadu CWC
135679,Mayambadi,CWC,Tamil Nadu,Kallakurichi,Chinnasalem,Vellar,East flowing rivers between Pennar and Kanyakumari,Manimukta,Gomukha,11.7375,78.79083333,06-09-2025 8.00,2025,0.128,Tamil Nadu CWC
167817,NALLAMARANPATTY,CWC,Tamil Nadu,Karur,ARAVAKURICHI,Cauvery,Cauvery,Amaravathi,Amaravathi,10.88083333,77.98472222,06-09-2025 8.00,2025,0,Tamil Nadu CWC
177091,Odendurai,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Kallar,11.32166667,76.89277778,06-09-2025 8.00,2025,0.541,Tamil Nadu CWC
185203,PATTUKOTTAI,CWC,Tamil Nadu,Thanjavur,Pattukkottai,Agniyar,East flowing rivers between Pennar and Kanyakumari,-,Agniyar,10.41694444,79.29166667,06-09-2025 8.00,2025,0,Tamil Nadu CWC
187824,Penneswaramadam,CWC,Tamil Nadu,Krishnagiri,Pochampalli,Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.39555556,78.24583333,06-09-2025 8.00,2025,10.392,Tamil Nadu CWC
211667,SAVANDAPUR,CWC,Tamil Nadu,Erode,Gobichettipalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.52,77.51,06-09-2025 8.00,2025,7.159,Tamil Nadu CWC
259628,THIRUVARAMBU,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,-,Kodaiyar,8.36416667,77.25888889,06-09-2025 8.00,2025,3.4518957,Tamil Nadu CWC
261684,THIRUVATTAR,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,Paralayar,Paralayar,8.32777778,77.26694444,06-09-2025 8.00,2025,1.206,Tamil Nadu CWC
266526,THOPPUR,CWC,Tamil Nadu,Salem,METTUR,Cauvery,Cauvery,Thoppaiyar,Thoppaiyar,11.93833333,78.05722222,06-09-2025 8.00,2025,0,Tamil Nadu CWC
221790,Thandalaiputhur,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,Ayyar,Ayyar,10.99111111,78.51333333,06-09-2025 8.00,2025,0,Tamil Nadu CWC
279726,Varanavasi,CWC,Tamil Nadu,Ariyalur,Ariyalur,Cauvery,Cauvery,Marudaiyar,Marudaiyar,11.0925,79.085,06-09-2025 8.00,2025,0,Tamil Nadu CWC
247493,THENI,CWC,Tamil Nadu,Theni,THENI,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,Suruliar,10.00111111,77.485,06-09-2025 8.15,2025,27.075,Tamil Nadu CWC
152216,MURAPPANADU,CWC,Tamil Nadu,Tuticorin,THOOTHUKKUDI,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,Thambraparani,8.71444444,77.835,06-09-2025 9.00,2025,3.484,Tamil Nadu CWC
161092,MUSIRI,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,-,Cauvery,10.93805556,78.44027778,06-09-2025 9.15,2025,5.916,Tamil Nadu CWC
31378,ASHRAMAM,CWC,Tamil Nadu,Kanyakumari,AGASTHEESWARAM,Pazhayar,West flowing rivers from Tadri to Kanyakumari,-,Pazhayar,8.15833333,77.46,07-09-2025 8.00,2025,3.104,Tamil Nadu CWC
7542,Annavasal,CWC,Puducherry,Karaikal,Karaikal,Cauvery,Cauvery,-,Nattar,10.975,79.75388889,07-09-2025 8.00,2025,1.842,Puducherry CWC
49881,BILIGUNDULU,CWC,Tamil Nadu,Dharmapuri,Denkanikotti,Cauvery,Cauvery,-,Cauvery,12.18222222,77.72388889,07-09-2025 8.00,2025,1170,Tamil Nadu CWC
57216,Chengalpet,CWC,Tamil Nadu,Chengalpattu,chengalpattu,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.65,79.94722222,07-09-2025 8.00,2025,0.161,Tamil Nadu CWC
65337,ELUNUTHIMANGALAM,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,Noyyal,Noyyal,11.03166667,77.8875,07-09-2025 8.00,2025,3.328,Tamil Nadu CWC
79648,GUMMANUR,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.555,78.13833333,07-09-2025 8.00,2025,8.41,Tamil Nadu CWC
69127,Gandhavayal,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.37416667,76.99222222,07-09-2025 8.00,2025,0.08,Tamil Nadu CWC
80945,HARUR,CWC,Tamil Nadu,Dharmapuri,HARUR,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,Vaniyar,Vaniyar,11.90277778,78.33,07-09-2025 8.00,2025,0,Tamil Nadu CWC
123354,KUZHITHURAI,CWC,Tamil Nadu,Kanyakumari,Thovalai,Thambraparni,West flowing rivers from Tadri to Kanyakumari,-,Thambraparni,8.30222222,77.18861111,07-09-2025 8.00,2025,6.89,Tamil Nadu CWC
142324,Menangudi,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Noolar,10.94888889,79.70361111,07-09-2025 8.00,2025,6.87,Tamil Nadu CWC
167847,NALLAMARANPATTY,CWC,Tamil Nadu,Karur,ARAVAKURICHI,Cauvery,Cauvery,Amaravathi,Amaravathi,10.88083333,77.98472222,07-09-2025 8.00,2025,0,Tamil Nadu CWC
177122,Odendurai,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Kallar,11.32166667,76.89277778,07-09-2025 8.00,2025,0.199,Tamil Nadu CWC
185233,PATTUKOTTAI,CWC,Tamil Nadu,Thanjavur,Pattukkottai,Agniyar,East flowing rivers between Pennar and Kanyakumari,-,Agniyar,10.41694444,79.29166667,07-09-2025 8.00,2025,0.206,Tamil Nadu CWC
187844,Penneswaramadam,CWC,Tamil Nadu,Krishnagiri,Pochampalli,Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.39555556,78.24583333,07-09-2025 8.00,2025,7.298,Tamil Nadu CWC
201508,Porakudi,CWC,Tamil Nadu,Nagapattinam,NAGAPATTINAM,Cauvery,Cauvery,-,Arasalar,10.90361111,79.70722222,07-09-2025 8.00,2025,9.639,Tamil Nadu CWC
211708,SAVANDAPUR,CWC,Tamil Nadu,Erode,Gobichettipalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.52,77.51,07-09-2025 8.00,2025,21.032,Tamil Nadu CWC
238899,THENGUMARAHADA,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Moyar,11.57277778,76.91916667,07-09-2025 8.00,2025,17.417,Tamil Nadu CWC
261714,THIRUVATTAR,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,Paralayar,Paralayar,8.32777778,77.26694444,07-09-2025 8.00,2025,1.2059622,Tamil Nadu CWC
266558,THOPPUR,CWC,Tamil Nadu,Salem,METTUR,Cauvery,Cauvery,Thoppaiyar,Thoppaiyar,11.93833333,78.05722222,07-09-2025 8.00,2025,0,Tamil Nadu CWC
230192,Thengudi,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Thirumalairajanar,10.91611111,79.63916667,07-09-2025 8.00,2025,8.617,Tamil Nadu CWC
274142,URACHIKOTTAI,CWC,Tamil Nadu,Erode,BHAVANI,Cauvery,Cauvery,-,Cauvery,11.47777778,77.7,07-09-2025 8.00,2025,997.5,Tamil Nadu CWC
274141,URACHIKOTTAI,CWC,Tamil Nadu,Erode,BHAVANI,Cauvery,Cauvery,-,Cauvery,11.47777778,77.7,07-09-2025 8.00,2025,997.5,Tamil Nadu CWC
279758,Varanavasi,CWC,Tamil Nadu,Ariyalur,Ariyalur,Cauvery,Cauvery,Marudaiyar,Marudaiyar,11.0925,79.085,07-09-2025 8.00,2025,0,Tamil Nadu CWC
10502,AMBARAMPALAYAM,CWC,Tamil Nadu,Coimbatore,POLLACHI,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,Aliyar,10.63138889,76.94611111,07-09-2025 8.15,2025,16.94,Tamil Nadu CWC
247519,THENI,CWC,Tamil Nadu,Theni,THENI,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,Suruliar,10.00111111,77.485,07-09-2025 8.15,2025,51.85,Tamil Nadu CWC
96544,KALLIDAIKURICHHI,CWC,Tamil Nadu,Tirunelveli,AMBASAMUDRAM,Tambraparani,East flowing rivers between Pennar and Kanyakumari,-,Tambraparani,8.69333333,77.46583333,07-09-2025 9.00,2025,23.188,Tamil Nadu CWC
152243,MURAPPANADU,CWC,Tamil Nadu,Tuticorin,THOOTHUKKUDI,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,Thambraparani,8.71444444,77.835,07-09-2025 9.00,2025,7.832,Tamil Nadu CWC
183871,PARAMAKUDI,CWC,Tamil Nadu,Ramanathapuram,PARAMAKUDI,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,-,Vaigai,9.55333333,78.58638889,07-09-2025 9.00,2025,1.135,Tamil Nadu CWC
221073,SINGASADANAPALLI,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.87,77.83611111,07-09-2025 9.00,2025,14.931,Tamil Nadu CWC
161122,MUSIRI,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,-,Cauvery,10.93805556,78.44027778,07-09-2025 10.15,2025,796.467,Tamil Nadu CWC
10547,AMBARAMPALAYAM,CWC,Tamil Nadu,Coimbatore,POLLACHI,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,Aliyar,10.63138889,76.94611111,08-09-2025 8.00,2025,29.816,Tamil Nadu CWC
31409,ASHRAMAM,CWC,Tamil Nadu,Kanyakumari,AGASTHEESWARAM,Pazhayar,West flowing rivers from Tadri to Kanyakumari,-,Pazhayar,8.15833333,77.46,08-09-2025 8.00,2025,4.237,Tamil Nadu CWC
7569,Annavasal,CWC,Puducherry,Karaikal,Karaikal,Cauvery,Cauvery,-,Nattar,10.975,79.75388889,08-09-2025 8.00,2025,5.81,Puducherry CWC
23316,Arcot,CWC,Tamil Nadu,Ranipet,Arcot,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.91388889,79.33305556,08-09-2025 8.00,2025,14.074,Tamil Nadu CWC
57242,Chengalpet,CWC,Tamil Nadu,Chengalpattu,chengalpattu,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.65,79.94722222,08-09-2025 8.00,2025,0.293,Tamil Nadu CWC
65368,ELUNUTHIMANGALAM,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,Noyyal,Noyyal,11.03166667,77.8875,08-09-2025 8.00,2025,5.252,Tamil Nadu CWC
79679,GUMMANUR,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.555,78.13833333,08-09-2025 8.00,2025,22.66,Tamil Nadu CWC
69149,Gandhavayal,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.37416667,76.99222222,08-09-2025 8.00,2025,0.321,Tamil Nadu CWC
71423,Gopurajapuram,CWC,Tamil Nadu,Nagapattinam,NAGAPATTINAM,Cauvery,Cauvery,-,Puravidaiyanar,10.85055556,79.78944444,08-09-2025 8.00,2025,3.85,Tamil Nadu CWC
