SlNo,Station,Agency,State,District,Tehsil,River,Basin,Tributary,Local_River,Latitude,Longitude,DateTime,Year,Discharge_m3_per_sec,Source_File
7692,KANNAPOOR,CWC,Puducherry,Karaikal,Thirunallar,Cauvery,Cauvery,Vanjiyar,Vanjiyar,10.96583333,79.74194444,08-09-2025 8.00,2025,4.292,Puducherry CWC
123385,KUZHITHURAI,CWC,Tamil Nadu,Kanyakumari,Thovalai,Thambraparni,West flowing rivers from Tadri to Kanyakumari,-,Thambraparni,8.30222222,77.18861111,08-09-2025 8.00,2025,4.629,Tamil Nadu CWC
135689,Mayambadi,CWC,Tamil Nadu,Kallakurichi,Chinnasalem,Vellar,East flowing rivers between Pennar and Kanyakumari,Manimukta,Gomukha,11.7375,78.79083333,08-09-2025 8.00,2025,0.234,Tamil Nadu CWC
17282,Nallathur,CWC,Puducherry,Karaikal,Karaikal,Cauvery,Cauvery,-,Nandalar,11.00222222,79.75138889,08-09-2025 8.00,2025,6.367,Puducherry CWC
177155,Odendurai,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Kallar,11.32166667,76.89277778,08-09-2025 8.00,2025,0.31806397,Tamil Nadu CWC
185273,PATTUKOTTAI,CWC,Tamil Nadu,Thanjavur,Pattukkottai,Agniyar,East flowing rivers between Pennar and Kanyakumari,-,Agniyar,10.41694444,79.29166667,08-09-2025 8.00,2025,2.629,Tamil Nadu CWC
187863,Penneswaramadam,CWC,Tamil Nadu,Krishnagiri,Pochampalli,Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.39555556,78.24583333,08-09-2025 8.00,2025,16.434,Tamil Nadu CWC
201533,Porakudi,CWC,Tamil Nadu,Nagapattinam,NAGAPATTINAM,Cauvery,Cauvery,-,Arasalar,10.90361111,79.70722222,08-09-2025 8.00,2025,6.07,Tamil Nadu CWC
218638,SEVANUR,CWC,Tamil Nadu,Salem,Sankari,Cauvery,Cauvery,Chittar,Chittar,11.55194444,77.73194444,08-09-2025 8.00,2025,0.969,Tamil Nadu CWC
259689,THIRUVARAMBU,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,-,Kodaiyar,8.36416667,77.25888889,08-09-2025 8.00,2025,0.29,Tamil Nadu CWC
261745,THIRUVATTAR,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,Paralayar,Paralayar,8.32777778,77.26694444,08-09-2025 8.00,2025,0.7165334,Tamil Nadu CWC
266592,THOPPUR,CWC,Tamil Nadu,Salem,METTUR,Cauvery,Cauvery,Thoppaiyar,Thoppaiyar,11.93833333,78.05722222,08-09-2025 8.00,2025,0,Tamil Nadu CWC
230218,Thengudi,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Thirumalairajanar,10.91611111,79.63916667,08-09-2025 8.00,2025,5.879,Tamil Nadu CWC
279792,Varanavasi,CWC,Tamil Nadu,Ariyalur,Ariyalur,Cauvery,Cauvery,Marudaiyar,Marudaiyar,11.0925,79.085,08-09-2025 8.00,2025,0,Tamil Nadu CWC
38478,Avarankuppam,CWC,Tamil Nadu,Tirupathur,Vaniyambadi,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.68416667,78.53944444,08-09-2025 8.15,2025,6.042,Tamil Nadu CWC
247546,THENI,CWC,Tamil Nadu,Theni,THENI,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,Suruliar,10.00111111,77.485,08-09-2025 8.15,2025,31.22,Tamil Nadu CWC
152271,MURAPPANADU,CWC,Tamil Nadu,Tuticorin,THOOTHUKKUDI,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,Thambraparani,8.71444444,77.835,08-09-2025 9.00,2025,15.294,Tamil Nadu CWC
167878,NALLAMARANPATTY,CWC,Tamil Nadu,Karur,ARAVAKURICHI,Cauvery,Cauvery,Amaravathi,Amaravathi,10.88083333,77.98472222,08-09-2025 9.00,2025,5.359,Tamil Nadu CWC
211738,SAVANDAPUR,CWC,Tamil Nadu,Erode,Gobichettipalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.52,77.51,08-09-2025 9.00,2025,19.491,Tamil Nadu CWC
221104,SINGASADANAPALLI,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.87,77.83611111,08-09-2025 9.00,2025,19.555,Tamil Nadu CWC
238933,THENGUMARAHADA,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Moyar,11.57277778,76.91916667,08-09-2025 9.00,2025,29.01,Tamil Nadu CWC
274182,URACHIKOTTAI,CWC,Tamil Nadu,Erode,BHAVANI,Cauvery,Cauvery,-,Cauvery,11.47777778,77.7,08-09-2025 9.00,2025,703.96,Tamil Nadu CWC
96572,KALLIDAIKURICHHI,CWC,Tamil Nadu,Tirunelveli,AMBASAMUDRAM,Tambraparani,East flowing rivers between Pennar and Kanyakumari,-,Tambraparani,8.69333333,77.46583333,08-09-2025 9.15,2025,24.12,Tamil Nadu CWC
107321,KODUMUDI,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,-,Cauvery,11.08,77.89,08-09-2025 9.15,2025,423.973,Tamil Nadu CWC
161154,MUSIRI,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,-,Cauvery,10.93805556,78.44027778,08-09-2025 10.15,2025,594.896,Tamil Nadu CWC
31440,ASHRAMAM,CWC,Tamil Nadu,Kanyakumari,AGASTHEESWARAM,Pazhayar,West flowing rivers from Tadri to Kanyakumari,-,Pazhayar,8.15833333,77.46,09-09-2025 8.00,2025,4.6400037,Tamil Nadu CWC
40098,AYALAMBEDU,CWC,Tamil Nadu,Ranipet,Arakkonam,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,-,Kosasthalaiyar,13.12861111,79.47861111,09-09-2025 8.00,2025,0.20897515,Tamil Nadu CWC
7591,Annavasal,CWC,Puducherry,Karaikal,Karaikal,Cauvery,Cauvery,-,Nattar,10.975,79.75388889,09-09-2025 8.00,2025,2.046,Puducherry CWC
23341,Arcot,CWC,Tamil Nadu,Ranipet,Arcot,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.91388889,79.33305556,09-09-2025 8.00,2025,3.882,Tamil Nadu CWC
38509,Avarankuppam,CWC,Tamil Nadu,Tirupathur,Vaniyambadi,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.68416667,78.53944444,09-09-2025 8.00,2025,0.259,Tamil Nadu CWC
49945,BILIGUNDULU,CWC,Tamil Nadu,Dharmapuri,Denkanikotti,Cauvery,Cauvery,-,Cauvery,12.18222222,77.72388889,09-09-2025 8.00,2025,553,Tamil Nadu CWC
57266,Chengalpet,CWC,Tamil Nadu,Chengalpattu,chengalpattu,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.65,79.94722222,09-09-2025 8.00,2025,0.431,Tamil Nadu CWC
65399,ELUNUTHIMANGALAM,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,Noyyal,Noyyal,11.03166667,77.8875,09-09-2025 8.00,2025,3.653,Tamil Nadu CWC
79710,GUMMANUR,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.555,78.13833333,09-09-2025 8.00,2025,21.053,Tamil Nadu CWC
81012,HARUR,CWC,Tamil Nadu,Dharmapuri,HARUR,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,Vaniyar,Vaniyar,11.90277778,78.33,09-09-2025 8.00,2025,0,Tamil Nadu CWC
7699,KANNAPOOR,CWC,Puducherry,Karaikal,Thirunallar,Cauvery,Cauvery,Vanjiyar,Vanjiyar,10.96583333,79.74194444,09-09-2025 8.00,2025,1.746,Puducherry CWC
123415,KUZHITHURAI,CWC,Tamil Nadu,Kanyakumari,Thovalai,Thambraparni,West flowing rivers from Tadri to Kanyakumari,-,Thambraparni,8.30222222,77.18861111,09-09-2025 8.00,2025,3.209,Tamil Nadu CWC
135703,Mayambadi,CWC,Tamil Nadu,Kallakurichi,Chinnasalem,Vellar,East flowing rivers between Pennar and Kanyakumari,Manimukta,Gomukha,11.7375,78.79083333,09-09-2025 8.00,2025,0.626,Tamil Nadu CWC
142361,Menangudi,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Noolar,10.94888889,79.70361111,09-09-2025 8.00,2025,7.15,Tamil Nadu CWC
167909,NALLAMARANPATTY,CWC,Tamil Nadu,Karur,ARAVAKURICHI,Cauvery,Cauvery,Amaravathi,Amaravathi,10.88083333,77.98472222,09-09-2025 8.00,2025,0,Tamil Nadu CWC
17294,Nallathur,CWC,Puducherry,Karaikal,Karaikal,Cauvery,Cauvery,-,Nandalar,11.00222222,79.75138889,09-09-2025 8.00,2025,10.895,Puducherry CWC
177185,Odendurai,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Kallar,11.32166667,76.89277778,09-09-2025 8.00,2025,0.26310918,Tamil Nadu CWC
185304,PATTUKOTTAI,CWC,Tamil Nadu,Thanjavur,Pattukkottai,Agniyar,East flowing rivers between Pennar and Kanyakumari,-,Agniyar,10.41694444,79.29166667,09-09-2025 8.00,2025,1.581,Tamil Nadu CWC
187895,Penneswaramadam,CWC,Tamil Nadu,Krishnagiri,Pochampalli,Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.39555556,78.24583333,09-09-2025 8.00,2025,21.26718,Tamil Nadu CWC
201544,Porakudi,CWC,Tamil Nadu,Nagapattinam,NAGAPATTINAM,Cauvery,Cauvery,-,Arasalar,10.90361111,79.70722222,09-09-2025 8.00,2025,10.951,Tamil Nadu CWC
211788,SAVANDAPUR,CWC,Tamil Nadu,Erode,Gobichettipalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.52,77.51,09-09-2025 8.00,2025,14.83,Tamil Nadu CWC
254222,THEVUR,CWC,Tamil Nadu,Salem,Sankari,Cauvery,Cauvery,Sarabenga,Sarabenga,11.52722222,77.75083333,09-09-2025 8.00,2025,0.211,Tamil Nadu CWC
257545,THIRUVALAM,CWC,Tamil Nadu,Vellore,Gudiyatham,Palar,East flowing rivers between Pennar and Kanyakumari,Poini,Poini,12.98472222,79.26722222,09-09-2025 8.00,2025,0.397,Tamil Nadu CWC
261774,THIRUVATTAR,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,Paralayar,Paralayar,8.32777778,77.26694444,09-09-2025 8.00,2025,1.3110832,Tamil Nadu CWC
266624,THOPPUR,CWC,Tamil Nadu,Salem,METTUR,Cauvery,Cauvery,Thoppaiyar,Thoppaiyar,11.93833333,78.05722222,09-09-2025 8.00,2025,0,Tamil Nadu CWC
221887,Thandalaiputhur,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,Ayyar,Ayyar,10.99111111,78.51333333,09-09-2025 8.00,2025,0,Tamil Nadu CWC
274212,URACHIKOTTAI,CWC,Tamil Nadu,Erode,BHAVANI,Cauvery,Cauvery,-,Cauvery,11.47777778,77.7,09-09-2025 8.00,2025,506,Tamil Nadu CWC
279823,Varanavasi,CWC,Tamil Nadu,Ariyalur,Ariyalur,Cauvery,Cauvery,Marudaiyar,Marudaiyar,11.0925,79.085,09-09-2025 8.00,2025,0,Tamil Nadu CWC
187896,Penneswaramadam,CWC,Tamil Nadu,Krishnagiri,Pochampalli,Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.39555556,78.24583333,09-09-2025 8.15,2025,21.267,Tamil Nadu CWC
247569,THENI,CWC,Tamil Nadu,Theni,THENI,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,Suruliar,10.00111111,77.485,09-09-2025 8.15,2025,27.969,Tamil Nadu CWC
40099,AYALAMBEDU,CWC,Tamil Nadu,Ranipet,Arakkonam,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,-,Kosasthalaiyar,13.12861111,79.47861111,09-09-2025 8.27,2025,0.20897515,Tamil Nadu CWC
152294,MURAPPANADU,CWC,Tamil Nadu,Tuticorin,THOOTHUKKUDI,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,Thambraparani,8.71444444,77.835,09-09-2025 9.00,2025,8.024,Tamil Nadu CWC
211789,SAVANDAPUR,CWC,Tamil Nadu,Erode,Gobichettipalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.52,77.51,09-09-2025 9.00,2025,14.835,Tamil Nadu CWC
221135,SINGASADANAPALLI,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.87,77.83611111,09-09-2025 9.00,2025,19.927,Tamil Nadu CWC
107352,KODUMUDI,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,-,Cauvery,11.08,77.89,09-09-2025 9.15,2025,369.043,Tamil Nadu CWC
161185,MUSIRI,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,-,Cauvery,10.93805556,78.44027778,09-09-2025 10.15,2025,681.526,Tamil Nadu CWC
10622,AMBARAMPALAYAM,CWC,Tamil Nadu,Coimbatore,POLLACHI,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,Aliyar,10.63138889,76.94611111,10-09-2025 8.00,2025,6.54,Tamil Nadu CWC
7611,Annavasal,CWC,Puducherry,Karaikal,Karaikal,Cauvery,Cauvery,-,Nattar,10.975,79.75388889,10-09-2025 8.00,2025,4.298,Puducherry CWC
23369,Arcot,CWC,Tamil Nadu,Ranipet,Arcot,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.91388889,79.33305556,10-09-2025 8.00,2025,109.639,Tamil Nadu CWC
38537,Avarankuppam,CWC,Tamil Nadu,Tirupathur,Vaniyambadi,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.68416667,78.53944444,10-09-2025 8.00,2025,3.007,Tamil Nadu CWC
49976,BILIGUNDULU,CWC,Tamil Nadu,Dharmapuri,Denkanikotti,Cauvery,Cauvery,-,Cauvery,12.18222222,77.72388889,10-09-2025 8.00,2025,177,Tamil Nadu CWC
57292,Chengalpet,CWC,Tamil Nadu,Chengalpattu,chengalpattu,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.65,79.94722222,10-09-2025 8.00,2025,1.909,Tamil Nadu CWC
65429,ELUNUTHIMANGALAM,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,Noyyal,Noyyal,11.03166667,77.8875,10-09-2025 8.00,2025,5.031,Tamil Nadu CWC
69165,Gandhavayal,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.37416667,76.99222222,10-09-2025 8.00,2025,0.681,Tamil Nadu CWC
87550,HOGENAKKAL,CWC,Tamil Nadu,Dharmapuri,DHARMAPURI,Cauvery,Cauvery,Chinnar,Chinnar,12.12111111,77.78194444,10-09-2025 8.00,2025,1.281,Tamil Nadu CWC
107382,KODUMUDI,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,-,Cauvery,11.08,77.89,10-09-2025 8.00,2025,303.68,Tamil Nadu CWC
131981,Magaral,CWC,Tamil Nadu,Kancheepuram,CHENGALPATTU,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,Cheyyar,Cheyyar,12.70833333,79.75,10-09-2025 8.00,2025,7.928,Tamil Nadu CWC
135729,Mayambadi,CWC,Tamil Nadu,Kallakurichi,Chinnasalem,Vellar,East flowing rivers between Pennar and Kanyakumari,Manimukta,Gomukha,11.7375,78.79083333,10-09-2025 8.00,2025,0.23,Tamil Nadu CWC
142376,Menangudi,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Noolar,10.94888889,79.70361111,10-09-2025 8.00,2025,6.735,Tamil Nadu CWC
167939,NALLAMARANPATTY,CWC,Tamil Nadu,Karur,ARAVAKURICHI,Cauvery,Cauvery,Amaravathi,Amaravathi,10.88083333,77.98472222,10-09-2025 8.00,2025,0,Tamil Nadu CWC
169578,NARIYAMPATTU,CWC,Tamil Nadu,Vellore,VANIYAMBADI,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,12.84777778,78.72111111,10-09-2025 8.00,2025,5.217,Tamil Nadu CWC
177217,Odendurai,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Kallar,11.32166667,76.89277778,10-09-2025 8.00,2025,0.248,Tamil Nadu CWC
185334,PATTUKOTTAI,CWC,Tamil Nadu,Thanjavur,Pattukkottai,Agniyar,East flowing rivers between Pennar and Kanyakumari,-,Agniyar,10.41694444,79.29166667,10-09-2025 8.00,2025,1.252,Tamil Nadu CWC
201561,Porakudi,CWC,Tamil Nadu,Nagapattinam,NAGAPATTINAM,Cauvery,Cauvery,-,Arasalar,10.90361111,79.70722222,10-09-2025 8.00,2025,22.44,Tamil Nadu CWC
211843,SAVANDAPUR,CWC,Tamil Nadu,Erode,Gobichettipalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.52,77.51,10-09-2025 8.00,2025,16.24,Tamil Nadu CWC
218665,SEVANUR,CWC,Tamil Nadu,Salem,Sankari,Cauvery,Cauvery,Chittar,Chittar,11.55194444,77.73194444,10-09-2025 8.00,2025,0.289,Tamil Nadu CWC
254249,THEVUR,CWC,Tamil Nadu,Salem,Sankari,Cauvery,Cauvery,Sarabenga,Sarabenga,11.52722222,77.75083333,10-09-2025 8.00,2025,2.253,Tamil Nadu CWC
257574,THIRUVALAM,CWC,Tamil Nadu,Vellore,Gudiyatham,Palar,East flowing rivers between Pennar and Kanyakumari,Poini,Poini,12.98472222,79.26722222,10-09-2025 8.00,2025,33.08937,Tamil Nadu CWC
266654,THOPPUR,CWC,Tamil Nadu,Salem,METTUR,Cauvery,Cauvery,Thoppaiyar,Thoppaiyar,11.93833333,78.05722222,10-09-2025 8.00,2025,0,Tamil Nadu CWC
221917,Thandalaiputhur,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,Ayyar,Ayyar,10.99111111,78.51333333,10-09-2025 8.00,2025,0,Tamil Nadu CWC
230265,Thengudi,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Thirumalairajanar,10.91611111,79.63916667,10-09-2025 8.00,2025,26.793,Tamil Nadu CWC
279853,Varanavasi,CWC,Tamil Nadu,Ariyalur,Ariyalur,Cauvery,Cauvery,Marudaiyar,Marudaiyar,11.0925,79.085,10-09-2025 8.00,2025,0,Tamil Nadu CWC
297485,Villupuram,CWC,Tamil Nadu,Viluppuram,Viluppuram,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,11.87055556,79.45944444,10-09-2025 8.00,2025,55.894,Tamil Nadu CWC
40146,AYALAMBEDU,CWC,Tamil Nadu,Ranipet,Arakkonam,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,-,Kosasthalaiyar,13.12861111,79.47861111,10-09-2025 8.15,2025,4.498,Tamil Nadu CWC
187940,Penneswaramadam,CWC,Tamil Nadu,Krishnagiri,Pochampalli,Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.39555556,78.24583333,10-09-2025 8.15,2025,47.438614,Tamil Nadu CWC
10623,AMBARAMPALAYAM,CWC,Tamil Nadu,Coimbatore,POLLACHI,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,Aliyar,10.63138889,76.94611111,10-09-2025 9.00,2025,6.5368795,Tamil Nadu CWC
49977,BILIGUNDULU,CWC,Tamil Nadu,Dharmapuri,Denkanikotti,Cauvery,Cauvery,-,Cauvery,12.18222222,77.72388889,10-09-2025 9.00,2025,177,Tamil Nadu CWC
96618,KALLIDAIKURICHHI,CWC,Tamil Nadu,Tirunelveli,AMBASAMUDRAM,Tambraparani,East flowing rivers between Pennar and Kanyakumari,-,Tambraparani,8.69333333,77.46583333,10-09-2025 9.00,2025,10.325,Tamil Nadu CWC
152319,MURAPPANADU,CWC,Tamil Nadu,Tuticorin,THOOTHUKKUDI,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,Thambraparani,8.71444444,77.835,10-09-2025 9.00,2025,10.251,Tamil Nadu CWC
177218,Odendurai,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Kallar,11.32166667,76.89277778,10-09-2025 9.00,2025,0.24837779,Tamil Nadu CWC
211844,SAVANDAPUR,CWC,Tamil Nadu,Erode,Gobichettipalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.52,77.51,10-09-2025 9.00,2025,16.243,Tamil Nadu CWC
221165,SINGASADANAPALLI,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.87,77.83611111,10-09-2025 9.00,2025,19.602,Tamil Nadu CWC
161215,MUSIRI,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,-,Cauvery,10.93805556,78.44027778,10-09-2025 10.15,2025,589.79,Tamil Nadu CWC
10656,AMBARAMPALAYAM,CWC,Tamil Nadu,Coimbatore,POLLACHI,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,Aliyar,10.63138889,76.94611111,11-09-2025 8.00,2025,14,Tamil Nadu CWC
38568,Avarankuppam,CWC,Tamil Nadu,Tirupathur,Vaniyambadi,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.68416667,78.53944444,11-09-2025 8.00,2025,13.5,Tamil Nadu CWC
65460,ELUNUTHIMANGALAM,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,Noyyal,Noyyal,11.03166667,77.8875,11-09-2025 8.00,2025,9.5,Tamil Nadu CWC
79771,GUMMANUR,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.555,78.13833333,11-09-2025 8.00,2025,21,Tamil Nadu CWC
69198,Gandhavayal,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.37416667,76.99222222,11-09-2025 8.00,2025,0.2,Tamil Nadu CWC
87581,HOGENAKKAL,CWC,Tamil Nadu,Dharmapuri,DHARMAPURI,Cauvery,Cauvery,Chinnar,Chinnar,12.12111111,77.78194444,11-09-2025 8.00,2025,0.91,Tamil Nadu CWC
107413,KODUMUDI,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,-,Cauvery,11.08,77.89,11-09-2025 8.00,2025,438.412,Tamil Nadu CWC
123445,KUZHITHURAI,CWC,Tamil Nadu,Kanyakumari,Thovalai,Thambraparni,West flowing rivers from Tadri to Kanyakumari,-,Thambraparni,8.30222222,77.18861111,11-09-2025 8.00,2025,13,Tamil Nadu CWC
115524,Kukkalthurai,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Bhavani,11.48555556,76.8325,11-09-2025 8.00,2025,0.85,Tamil Nadu CWC
161246,MUSIRI,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,-,Cauvery,10.93805556,78.44027778,11-09-2025 8.00,2025,460.5,Tamil Nadu CWC
167970,NALLAMARANPATTY,CWC,Tamil Nadu,Karur,ARAVAKURICHI,Cauvery,Cauvery,Amaravathi,Amaravathi,10.88083333,77.98472222,11-09-2025 8.00,2025,0,Tamil Nadu CWC
177251,Odendurai,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Kallar,11.32166667,76.89277778,11-09-2025 8.00,2025,2.1,Tamil Nadu CWC
185364,PATTUKOTTAI,CWC,Tamil Nadu,Thanjavur,Pattukkottai,Agniyar,East flowing rivers between Pennar and Kanyakumari,-,Agniyar,10.41694444,79.29166667,11-09-2025 8.00,2025,0.6,Tamil Nadu CWC
211896,SAVANDAPUR,CWC,Tamil Nadu,Erode,Gobichettipalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.52,77.51,11-09-2025 8.00,2025,14,Tamil Nadu CWC
218696,SEVANUR,CWC,Tamil Nadu,Salem,Sankari,Cauvery,Cauvery,Chittar,Chittar,11.55194444,77.73194444,11-09-2025 8.00,2025,0.65,Tamil Nadu CWC
239040,THENGUMARAHADA,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Moyar,11.57277778,76.91916667,11-09-2025 8.00,2025,17,Tamil Nadu CWC
254281,THEVUR,CWC,Tamil Nadu,Salem,Sankari,Cauvery,Cauvery,Sarabenga,Sarabenga,11.52722222,77.75083333,11-09-2025 8.00,2025,0.95,Tamil Nadu CWC
266685,THOPPUR,CWC,Tamil Nadu,Salem,METTUR,Cauvery,Cauvery,Thoppaiyar,Thoppaiyar,11.93833333,78.05722222,11-09-2025 8.00,2025,0,Tamil Nadu CWC
221949,Thandalaiputhur,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,Ayyar,Ayyar,10.99111111,78.51333333,11-09-2025 8.00,2025,0,Tamil Nadu CWC
274276,URACHIKOTTAI,CWC,Tamil Nadu,Erode,BHAVANI,Cauvery,Cauvery,-,Cauvery,11.47777778,77.7,11-09-2025 8.00,2025,413,Tamil Nadu CWC
279884,Varanavasi,CWC,Tamil Nadu,Ariyalur,Ariyalur,Cauvery,Cauvery,Marudaiyar,Marudaiyar,11.0925,79.085,11-09-2025 8.00,2025,0,Tamil Nadu CWC
10687,AMBARAMPALAYAM,CWC,Tamil Nadu,Coimbatore,POLLACHI,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,Aliyar,10.63138889,76.94611111,12-09-2025 8.00,2025,14.7481985,Tamil Nadu CWC
17432,Ambasamudram,CWC,Tamil Nadu,Theni,THENI,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Vaigai,Vaigai,9.92555556,77.51166667,12-09-2025 8.00,2025,7.845,Tamil Nadu CWC
7667,Annavasal,CWC,Puducherry,Karaikal,Karaikal,Cauvery,Cauvery,-,Nattar,10.975,79.75388889,12-09-2025 8.00,2025,1.758,Puducherry CWC
38598,Avarankuppam,CWC,Tamil Nadu,Tirupathur,Vaniyambadi,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.68416667,78.53944444,12-09-2025 8.00,2025,1.874,Tamil Nadu CWC
79801,GUMMANUR,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.555,78.13833333,12-09-2025 8.00,2025,18.889,Tamil Nadu CWC
71482,Gopurajapuram,CWC,Tamil Nadu,Nagapattinam,NAGAPATTINAM,Cauvery,Cauvery,-,Puravidaiyanar,10.85055556,79.78944444,12-09-2025 8.00,2025,3.1,Tamil Nadu CWC
81103,HARUR,CWC,Tamil Nadu,Dharmapuri,HARUR,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,Vaniyar,Vaniyar,11.90277778,78.33,12-09-2025 8.00,2025,1.496,Tamil Nadu CWC
